id_recette,url,titre,categorie_principale,sous_categorie,temps_cuisson,temps_total,nombre_personnes,ingredients,instructions,est_laitier,symptomes_contre_indiques,teneur_en_polyphenols
548,https://www.choumicha.ma/recette/607-tfaya.html,T'faya,Saveurs du maroc,Plats principaux,1h 30m,1h 45m,6,2 kg d'oignon émincé | 10 cl d'huile de tournesol | 1 c. à thé de sel | 1 c. à thé de gingembre | 1/2 c. à thé de poivre | 1 c. à thé de cannelle | 8 pistils de safran | 2 batônnets de cannelle | 150 g de sucre semoule ou de miel | 250 g de raisins secs,"Préparation | Dans une marmite sur feu doux, déposer l'oignon, l'huile et le sel. | Couvrir et laisser tomber l'oignon jusqu'à ce qu'il rende son eau de végétation. | Ajouter les épices et continuer la cuisson à feu doux pendant 30 à 40 mn en remuant jusqu'à ce que l'oignon devienne fondant. | Incorporer le sucre et les raisins secs et remuer régulièrement jusqu'à obtention d'une belle confiture d'oignon fondante.",False,1|2|4|6,3278.4
549,https://www.choumicha.ma/recette/51-sorbet-de-lait-d-amandes-a-l-eau-de-rose-cigares-a-la-cannelle.html,"Sorbet de lait d’amandes à l’eau de rose, cigares à la cannelle",Saveurs du maroc,Plats principaux,30m,5h,6,300 g d'amandes beldi mondées | 75 cl d'eau bouillante | 2 c. à soupe d'eau de fleurs de rose | 160 g de sucre semoule | 15 cl d'eau,"Préparation | Mixer pendant 5mn les amandes mondées avec l’eau bouillante, verser dans un bol, filmer et laisser reposer 4h. | Passer le jus à l’étamine et récupérer le lait d’amandes. | Préparer un sirop avec le sucre et l’eau. | Mélanger le lait d’amande avec le sirop, le parfumer à l’eau de rose et le laisser refroidir. | Faire prendre la préparation à la sorbetière. | Servir les boules de sorbet sur un lit de salade de fruits de saison et accompagnées de cigares à la cannelle. | *Cigares à la cannelle : | Mélanger 25 g de beurre fondu avec 10 g de farine, 40 g de sucre glace, 10 g de poudre d’amandes, ½ c. à café de cannelle et une pincée de sel pour obtenir une pâte homogène. Lui incorporer un blanc monté en neige. Filmer et laisser reposer 1h au réfrigérateur. Déposer un peu de pâte sur une plaque tapissée de papier de cuisson, l’étaler finement avec le dos d’une cuillère mouillée. Recommencer l’opération jusqu’à épuisement de la pâte. Enfourner à 150° pendant 6mn. | Sortir la plaque du four et rouler le biscuit chaud sur lui-même pour obtenir un cigare.",False,2|5|6,215.11
550,https://www.choumicha.ma/recette/601-tarte-aux-noisettes.html,Tarte aux noisettes et à la cannelle,Saveurs du maroc,Plats principaux,40m,1h,8,Pour la pâte : | 250 g de farine | 20 g de sucre semoule | 125 g de beurre | 1 œuf | ¼ de c. à café de sel | Pour la farce : | 250 g de noisettes grillées | 100 g de sucre en poudre | 2 c. à café de cannelle | 3 blancs d’œuf | 2 pincées de sel | Pour le décor : | 1 c. à soupe de sucre en poudre | Noisettes,"Préparation | Dans un bol, travailler la farine avec le beurre pour avoir un mélange sablé. | Ajouter le sucre, le sel et l’œuf et travailler tous les éléments pour avoir une pâte homogène. Envelopper la pâte de film alimentaire et la laisser reposer au frais 15 mn. | Moudre les noisettes avec le sucre glace et la cannelle. | Monter les blancs avec le sel en neige ferme. Incorporer délicatement la poudre de noisettes aux blancs en neige. | Sur un plan de travail fariné, étaler la pâte en une fine abaisse de 3 mm d’épaisseur. | Tapisser un moule beurré et fariné avec l’abaisse de pâte. Piquer la pâte à l’aide d’une fourchette. | Etaler la préparation aux noisettes sur le fond de tarte. Cuire la tarte au four préchauffé à 180°C pendant 40 mn environ. Laisser refroidir la tarte avant de la démouler. | Saupoudrer la tarte de sucre en poudre et la décorer avec des noisettes.",False,1|2|3|6,570.79
551,https://www.choumicha.ma/recette/599-tarte-au-confiture.html,Tarte à la confiture,Saveurs du maroc,Plats principaux,25m,40m,8,500 g de pâte sucrée | 6 c. à soupe de confiture de fraises ou de framboises | 1 œuf mélangé avec 2 gouttes de vinaigre,"Préparation | Diviser la | pâte | en deux et l’étaler sur une épaisseur de 3 mm. | Tapisser un moule à tarte de 24 cm de diamètre avec une abaisse de pâte. | Garnir la pâte de confiture et la recouvrir avec la deuxième abaisse. | Enlever l’excédant de pâte en passant le rouleau à pâtisserie sur le moule. | Enduire d’œuf la surface de la pâte. | A l’aide de la pointe d’un couteau, faire un trou au centre de la tarte pour permettre à la vapeur de s’échapper pendant la cuisson. | Cuire la tarte au four préchauffé à 180°C pendant 30 mn. | Sortir la tarte du four et la laisser refroidir complètement avant de la démouler.",False,2|6,132.38
552,https://www.choumicha.ma/recette/597-gateau-a-la-creme-patissiere-et-aux-abricots.html,Gâteau à la crème pâtissière et aux abricots,Saveurs du maroc,Desserts et pâtisseries,30m,45m,8,Ingrédients pour la pâte : | 2 œufs | 100 g de sucre semoule | 1 sachet de sucre vanillé | 7 c. à soupe d’huile de tournesol | 7 c. à soupe de lait | 100 g de farine | 1 sachet de levure chimique | 2 pincées de sel | 500 g de crème pâtissière | 300 g d’oreillons d’abricots au sirop | 8 cl de sirop d’abricots (récupérer dans la boite d’abricots) | Pour le flan à l’orange : | 1 sachet de poudre pour flan à la vanille et sans sucre | 2 c. à soupe de sucre semoule | ½ litre de jus d’orange,"Préparation | Dans un bol, déposer les œufs, le sel avec le sucre et fouetter jusqu’à ce que la préparation double de volume. | Rajouter le lait et l’huile en fouettant. Incorporer la farine tamisée avec la levure et mélanger avec une spatule pour avoir une pâte homogène. | Verser la pâte dans un moule à manqué de 24 cm de diamètre tapissé d’une feuille de papier de cuisson. | Cuire le biscuit au four préchauffé à 180°C pendant 13 à 15 mn. Retirer le biscuit du four et le laisser refroidir complètement. | Démouler le biscuit, le retourner et le remettre dans le moule. Imbiber le biscuit de sirop d’abricots. | Garnir le biscuit de | crème pâtissière | et le placer au congélateur pendant 30 mn pour faire durcir la crème. | Dans une casserole, déposer la poudre pour flan et le sucre. Ajouter le jus d’orange, mélanger et amener à ébullition à feu doux et en remuant. Laisser tiédir. | Disposer les oreillons d’abricots sur la crème et verser dessus le jus d’orange tiède. Placer le gâteau au réfrigérateur pour faire prendre le flan d’orange. | Démouler le gâteau et le servir bien frais.",False,1|2|3|6,161.64
553,https://www.choumicha.ma/recette/593-mini-bouchees-feuilletees-aux-olives-noires-et-au-thon.html,Mini-bouchées feuilletées aux olives noires et au thon,Saveurs du maroc,Plats principaux,15m,30m,1,500 g de pâte feuilletée* (Cliquez sur le lien dans la préparation) | 150 g d'olives noires dénoyautées émincées | 1 jaune d'œuf | 200 g de fromage blanc | 175 g de thon égoutté,"Préparation | Astuces et conseils pour bien réussir les recettes à base de pâte feuilletée. | Sur une feuille de papier sulfurisé, étaler | la pâte feuilletée | froide en une fine abaisse de 2 mm d'épaisseur. | Enduire la pâte feuilletée de jaune d'œuf et la garnir uniformément d'olives noires émincées. | A l'aide d'un emporte-pièce, détailler la pâte en petits ronds. Les disposer délicatement, à l'aide d'une spatule, sur une plaque tapissée de papier sulfurisé. Réserver au frais pendant 15 mn. Les cuire au four préchauffé à 180°C pendant 15 mn environ. | Mélanger le thon avec le fromage pour obtenir une préparation homogène. | Une fois cuits, sortir les feuilletés du four et les laisser refroidir. | Garnir le côté plat de chaque feuilleté de préparation au fromage et le recouvrir avec un autre feuilleté. | Bon à savoir : | ces mini-bouchées feuilletées sont délicieuses accompagnées de feuilles de roquette.",False,,1538.71
554,https://www.choumicha.ma/recette/595-cuisses-de-poulet-farcies-aux-olives-noires-et-au-fromage.html,Cuisses de poulet farcies aux olives noires et à la mozzarella,Saveurs du maroc,Volailles,35m,45m,4,4 cuisses de poulet désossées | 80 g d’olives noires dénoyautées | 1 petite gousse d’ail | 80 g de fromage mozzarella râpé | 4 tomates | 2 oignons | 4 brins de thym | Sel et poivre | 3 c. à soupe d’huile d’olive,"Préparation | Mixer les olives noires avec la gousse d’ail et un peu de poivre et les mélanger au fromage râpé. | Farcir les cuisses de poulet avec le mélange fromage/olives noires. | Refermer les cuisses à l’aide de piques-fruits pour empêcher la farce de sortir pendant la cuisson. | Dans un plat allant au four, disposer les tomates et les oignons coupés en quatre et les cuisses de poulet. | Ajouter le thym, le sel et napper le tout d’huile d’olive. | Cuire les cuisses de poulet au four préchauffé à 170°C pendant 35 à 40 mn. | Sortir le plat du four et le servir aussitôt.",True,1|2|6,142.1
555,https://www.choumicha.ma/recette/591-tartelettes-au-caramel-et-aux-amandes.html,Tartelettes au caramel et aux amandes,Saveurs du maroc,Plats principaux,20m,45m,1,720 g de pâte sucrée (Cliquez sur le lien dans la préparation) | 240 g de caramel de lait Nestlé | 120 g d'amandes entières salées concassées | Pour étaler la pâte : | 1 c. à soupe de farine | Pour le décor : | 2 c. à soupe de nappage ou de confiture | 40 g d'amandes entières salées concassées,"Préparation | Étaler finement | la pâte | sur une feuille de papier sulfurisé farinée. Découper la pâte à l'aide d'un emporte-pièce. | Tapisser chaque moule à tartelette d'un rond de pâte. | Garnir la pâte avec un peu de caramel puis d'amandes concassées. | Rabattre les bords sur la garniture et la recouvrir avec un autre rond de pâte. | A l'aide de la pointe d'un couteau, pratiquer un trou au centre de chaque tartelette pour permettre à la vapeur de s'échapper pendant la cuisson. | Cuire les tartelettes au four préchauffé à 180°C pendant 20 mn environ ou jusqu'à ce que les gâteaux prennent une belle couleur dorée. | Sortir les tartelettes du four et les laisser refroidir avant de les démouler. | Enduire la base de chaque tartelette de nappage ou de confiture et les garnir d'amandes concassées. | Bon à savoir : | pour préparer des amandes salées, tremper des amandes dans de l'eau fortement salées et les laisser s'imprégner de sel pendant 1 mn. Les égoutter et les disposer sur une plaque. Les griller au four préchauffé à 170°C en les remuant régulièrement pendant 15 à 20 mn.",True,2|3|6,2429.62
556,https://www.choumicha.ma/recette/589-basboussa-a-la-creme-patissiere.html,Basboussa à la crème pâtissière,Saveurs du maroc,Desserts et pâtisseries,45m,1h,8,3 oeufs | 9 cl d'huile | 70 g de sucre semoule | 50 g de noix de coco râpé | 1 pot de yaourt (125 g) | 1 sachet de sucre vanillé | 15 cl de  jus d'orange | 220 g de semoule fine | 2 sachets de levure chimique | 500 g de crème pâtissière * (Cliquez sur lien dans la préparation) | Pour le sirop: | 15 cl de jus d'orange | Pour le décor: | 50 g d'amandes effilées,"Préparation | Déposer dans une terrine les oeufs entiers, le sucre et l'huile. Battre au fouet pour obtenir une préparation homogène. Ajouter le yaourt, le sucre vanillé, le jus d'orange et la noix de coco et mélanger. | Incorporer délicatement la semoule, la levure et le sel en remuant pour avoir une pâte homogène et sans grumeaux. | Verser la moitié de la pâte dans un moule beurré et semoulé. | Déposer dessus | la crème pâtissière | en veillant à ne pas en mettre sur les bords. Recouvrir avec la pâte à basboussa en allant des bords vers le centre. Bien égaliser la surface. | Cuire la basboussa au four préchauffé à 180 °C pendant 45 mn ou jusqu’à ce que le gâteau commence à prendre une belle couleur dorée. | Verser le jus d'orange dans une casserole et le faire réduire légèrement pour avoir une consistance sirupeuse. | À sa sortie du four, arroser le gâteau de jus d'orange et le décorer d'amandes effilées. | Laisser bien refroidir la basboussa avant de la servir.",True,1|2|6,106.27
557,https://www.choumicha.ma/recette/583-boulettes-de-kefta-au-foie-de-veau.html,Boulettes de kefta au foie de veau,Saveurs du maroc,Plats de viandes,30m,1h,6,Pour la kefta : | 700 g de viande de bœuf hachée | 300 g de foie de veau | 4 gousses d'ail émincées | 4 c. à soupe de coriandre fraîche émincée | 2 c. à soupe d'huile d’olive | 1 c. à café de cumin | 1 c. à café de coriandre sèche | 1 c. à café de sel | Pour la sauce : | 1 c. à café de cumin | 1 c. à café de paprika | 2 gousses d'ail émincées | 1/2 c. à café de sel | 10 cl d'eau | 4 c. à soupe d'huile,"Préparation | Dans une poêle anti-adhésive sur feu moyen, faire griller le foie puis le découper en petits morceaux. | Dans un récipient, déposer la viande hachée, lui ajouter les épices, les morceaux de foie, l’ail et l’huile d’olive. Travailler tous les ingrédients pour obtenir une préparation homogène. En confectionner des boulettes de taille moyenne. | Dans une marmite sur feu doux, faire revenir les gousses d’ail émincées dans l’huile pendant 2 mn. Mouiller avec l’eau, à ébullition ajouter les épices avec les boulettes de kefta. Couvrir la marmite et laisser cuire sur feu doux jusqu’à évaporation de l’eau. | Bon à savoir : | placer les boulettes dans un bocal, les recouvrir d’huile d’olive et les placer au réfrigérateur. Les boulettes peuvent ainsi se conserver pendant une semaine. Servir les boulettes froides accompagnées de salades.",False,1|2|3|5|6,88.13
